Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ecoli_00257	4283486	3197709	2972	97911	0	0	0	0	20099	0	0	0	0	729486	140349	94960	74.65202407571778	4283486.0	4185575.0	97.71	97911.0	2.29	ecoli_00257_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4283486.0	0.0	20-35	51.0	28.301995270643264	34.585699824862274	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		4305020	1366318	4305020	150675700	779705	148037440	1.7509525424471228	0.0363	0.4879	0.4758		
ecoli_00258	4304088	3225855	9129	82886	0	0	0	0	16681	0	0	0	0	748002	133514	88021	74.94863023246738	4304088.0	4221202.0	98.07	82886.0	1.93	ecoli_00258_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4304088.0	0.0	20-35	52.0	28.634965726117787	34.58908600381777	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		4325684	1375182	4325684	151398940	773128	148745454	1.7526450317287559	0.034	0.4911	0.4749		
ecoli_00259	4063187	2819570	2760	78384	0	0	0	0	19440	0	0	0	0	915307	153232	74494	69.39306509889896	4063187.0	3984803.0	98.07	78384.0	1.93	ecoli_00259_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4063187.0	0.0	20-35	52.0	30.340288329963442	34.59142392412655	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		4088291	1337089	4088291	143090185	862802	140375359	1.8972831714488316	0.045	0.512	0.44299999999999995		
ecoli_00260	3738425	2460696	6071	59968	0	0	0	0	15769	0	0	0	0	988395	143837	63689	65.82172973912812	3738425.0	3678457.0	98.4	59968.0	1.6	ecoli_00260_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3738425.0	0.0	20-35	51.0	28.14866028437684	34.486089462808536	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		3760144	1037278	3760144	131605040	162894	130081787	1.1574427544720172	0.0451	0.5406	0.4143		
ecoli_00261	3353903	2449620	1713	47221	0	0	0	0	16409	0	0	0	0	639177	130227	69536	73.03789048162695	3353903.0	3306682.0	98.59	47221.0	1.41	ecoli_00261_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3353903.0	0.0	20-35	50.0	26.605312771572212	34.50941127396946	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		3369880	942946	3369880	117945800	137547	116560772	1.1742919205262077	0.0425	0.4955	0.462		
ecoli_00262	4384753	2880932	1611	65986	0	0	0	0	16060	0	0	0	0	1188733	163842	67589	65.70340450191836	4384753.0	4318767.0	98.5	65986.0	1.5	ecoli_00262_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4384753.0	0.0	20-35	51.0	26.09643082920399	34.606405423521004	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass		4405297	1195394	4405297	154185395	173274	152427550	1.1400852849908385	0.0484	0.5255	0.4261		
ecoli_00263	11179459	8539205	1962	590215	0	0	0	0	222550	0	0	0	0	1209787	431223	184517	76.38298955253559	11179459.0	10589244.0	94.72	590215.0	5.28	ecoli_00263_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11179459.0	0.0	20-101	51.0	15.640432593189631	99.77563851703378	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11212625	3337356	11212625	1132475125	340600	1127214357	0.4645371791278859	0.0213	0.436	0.5426		
ecoli_00264	10156369	7704969	945	725200	0	0	0	0	188809	0	0	0	0	998328	369425	168693	75.8634212679748	10156369.0	9431169.0	92.86	725200.0	7.14	ecoli_00264_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10156369.0	0.0	20-101	50.0	20.72489928178276	99.52632146390111	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass		10196781	3037355	10196781	1029874881	307614	1025178619	0.4560031598634554	0.0187	0.445	0.5363		
ecoli_00265	11323843	8331941	4479	417434	0	0	0	0	152973	0	0	0	0	1847803	433904	135309	73.57874000902343	11323843.0	10906409.0	96.31	417434.0	3.69	ecoli_00265_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11323843.0	0.0	20-101	50.0	19.183598704946718	99.61463418381905	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass		11344801	3252671	11344801	1145824901	288974	1140768758	0.44126663642824776	0.0307	0.4828	0.4866		
ecoli_00266	11281471	8227633	6298	495046	0	0	0	0	176649	0	0	0	0	1795003	436490	144352	72.93049815932693	11281471.0	10786425.0	95.61	495046.0	4.39	ecoli_00266_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11281471.0	0.0	20-101	51.0	15.028384822554605	99.79692914159864	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11307751	3226601	11307751	1142082851	282301	1137151341	0.4317996715984312	0.0325	0.4813	0.4863		
ecoli_00267	6889902	5074682	745	387367	0	0	0	0	165166	0	0	0	0	884256	253766	123920	73.65390683350793	6889902.0	6502535.0	94.38	387367.0	5.62	ecoli_00267_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6889902.0	0.0	20-101	51.0	22.358663028482066	99.77154566204278	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		6919959	2101977	6919959	698915859	360762	695583543	0.4767835723126723	0.0356	0.4332	0.5312		
ecoli_00268	8685781	6461677	786	466483	0	0	0	0	214902	0	0	0	0	1067224	317642	157067	74.39373615337526	8685781.0	8219298.0	94.63	466483.0	5.37	ecoli_00268_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8685781.0	0.0	20-101	51.0	19.46191631595796	99.79307583278923	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		8728217	2602426	8728217	881549917	257182	877592005	0.4489719667230143	0.0316	0.4419	0.5265		
ecoli_00269	7914983	5938432	1047	471900	0	0	0	0	178983	0	0	0	0	920815	282549	121257	75.02772905513505	7914983.0	7443083.0	94.04	471900.0	5.96	ecoli_00269_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7914983.0	0.0	20-101	52.0	19.83775025480437	99.79749091059324	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass		7948101	2341642	7948101	802758201	239672	799204303	0.44271089296539	0.0295	0.4877	0.4829		
ecoli_00270	8045404	5979695	1325	504156	0	0	0	0	164057	0	0	0	0	998016	282990	115165	74.32435959710662	8045404.0	7541248.0	93.73	504156.0	6.27	ecoli_00270_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8045404.0	0.0	20-101	51.0	23.02551282613357	99.54476642813714	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass		8071816	2380953	8071816	815253416	242363	811587514	0.4496641078778381	0.0349	0.4844	0.4806		
ecoli_00271	7256324	5217656	1992	389674	0	0	0	0	211017	0	0	0	0	1028916	274875	132194	71.90494801500044	7256324.0	6866650.0	94.63	389674.0	5.37	ecoli_00271_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7256324.0	0.0	20-101	51.0	25.899014774709144	99.50521365914751	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass		7282035	2162740	7282035	735485535	239842	732168554	0.450992010332331	0.0456	0.41600000000000004	0.5384		
ecoli_00272	7300249	5339764	1263	458883	0	0	0	0	187269	0	0	0	0	905063	270120	137887	73.14495711036706	7300249.0	6841366.0	93.71	458883.0	6.29	ecoli_00272_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7300249.0	0.0	20-101	52.0	21.715958653663627	99.7902794822478	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass		7341486	2178659	7341486	741490086	233333	738140305	0.4517634238470452	0.0355	0.4219	0.5426		
ecoli_00273	7413850	5035473	21313	463960	0	0	0	0	248241	0	0	0	0	1274234	235756	134873	67.91981224330141	7413850.0	6949890.0	93.74	463960.0	6.26	ecoli_00273_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7413850.0	0.0	20-101	52.0	22.764168057790126	99.80138011964094	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass		7458182	2205224	7458182	753276382	240393	749961868	0.4400129991066147	0.0759	0.4101	0.5141		
ecoli_00274	8820171	6254697	3995	506257	0	0	0	0	272213	0	0	0	0	1335585	291712	155712	70.91355711811029	8820171.0	8313914.0	94.26	506257.0	5.74	ecoli_00274_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8820171.0	0.0	20-101	51.0	25.02531947663177	99.49372047321985	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass		8869539	2613175	8869539	895823439	269142	891899177	0.4380619918117592	0.045	0.4268	0.5282		
ecoli_00275	10316516	6836929	1159583	476687	0	0	0	0	176891	0	0	0	0	1179963	346826	139637	66.27168513091047	10316516.0	9839829.0	95.38	476687.0	4.62	ecoli_00275_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10316516.0	0.0	20-101	51.0	20.42246690188116	99.58472705320284	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass		10336529	3002232	10336529	1043989429	283874	1039426516	0.4370650576769394	0.0242	0.4103	0.5654		
ecoli_00276	10591198	7801859	139051	512062	0	0	0	0	187323	0	0	0	0	1402838	389653	158412	73.66361199176902	10591198.0	10079136.0	95.17	512062.0	4.83	ecoli_00276_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10591198.0	0.0	20-101	51.0	16.808498796061492	99.79258871376024	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		10618586	3085101	10618586	1072477186	285127	1067741630	0.4415530756101324	0.0244	0.4587	0.5169		
ecoli_00277	11445444	8372984	410849	436518	0	0	0	0	170811	0	0	0	0	1456826	436907	160549	73.1556067200189	11445444.0	11008926.0	96.19	436518.0	3.81	ecoli_00277_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11445444.0	0.0	20-101	51.0	13.743041584275485	99.78371428841032	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11468636	3363383	11468636	1158332236	294551	1153120365	0.4499461240928462	0.0235	0.4369	0.5396		
ecoli_00278	10634291	8014053	43316	479416	0	0	0	0	185638	0	0	0	0	1358947	391368	161553	75.36048242426317	10634291.0	10154875.0	95.49	479416.0	4.51	ecoli_00278_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10634291.0	0.0	20-101	51.0	15.844900106816919	99.78914663892496	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		10660908	3141369	10660908	1076751708	287425	1071940439	0.44683179643491217	0.0208	0.4537	0.5254		
ecoli_00279	16541962	12374744	8263	748437	0	0	0	0	2342	0	0	0	0	2747689	651310	9177	74.8081998979323	8629795.0	7986010.0	92.54	643785.0	7.46	ecoli_00279_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8629795.0	0.0	20-98	51.0	56.82379250013192	97.29734924178385	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	warn	8658437	2578650	8658437	848526826	262875	844580227	0.4651118714306859	0.0028	0.9349	0.0623		
ecoli_00280	18175764	13456706	5028	633688	0	0	0	0	1120	0	0	0	0	3471695	597355	10172	74.03653568565261	9421504.0	8892527.0	94.39	528977.0	5.61	ecoli_00280_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9421504.0	0.0	20-98	52.0	58.41459986795089	97.25188292654758	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	warn	9434777	2799646	9434777	924608146	280982	919861831	0.5133325961417605	0.0009	0.9497	0.0494		
ecoli_00281	17586975	15040941	2473	333945	0	0	0	0	936	0	0	0	0	1642701	558307	7672	85.52318406093146	9058324.0	8765016.0	96.76	293308.0	3.24	ecoli_00281_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9058324.0	0.0	20-98	52.0	57.649912027095134	97.21460835359831	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	warn	9066388	2726195	9066388	888506024	268420	883590383	0.5532479090991509	0.0079	0.8529	0.1392		
ecoli_00282	14577866	12405136	4223	273611	0	0	0	0	2546	0	0	0	0	1452267	433835	6248	85.0956923324717	7602434.0	7370825.0	96.95	231609.0	3.05	ecoli_00282_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7602434.0	0.0	20-98	52.0	54.884979505626056	96.73868474228122	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	pass	7607321	2408139	7607321	745517458	230891	739109622	0.8595152174156061	0.0066	0.8740000000000001	0.1194		
ecoli_00283	8435602	6689710	648	400963	0	0	0	0	71725	0	0	0	0	844407	330766	97383	79.30329098029992	8435602.0	8034639.0	95.25	400963.0	4.75	ecoli_00283_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8435602.0	0.0	20-101	51.0	25.0634441064828	99.33411628476543	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	8459025	2474616	8459025	854361525	600369	850248140	0.4814571910878127	0.0186	0.4511	0.5303		
ecoli_00284	10522551	8213898	1364	443115	0	0	0	0	83919	0	0	0	0	1254733	413309	112213	78.05994953124959	10522551.0	10079436.0	95.79	443115.0	4.21	ecoli_00284_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10522551.0	0.0	20-101	51.0	17.790077531470754	99.7716076643392	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	10545607	3076173	10545607	1065106307	715371	1060033329	0.4762884199126238	0.0259	0.4564	0.5176		
ecoli_00285	7851432	6360482	449	351115	0	0	0	0	76430	0	0	0	0	623584	326970	112402	81.01047044666502	7851432.0	7500317.0	95.53	351115.0	4.47	ecoli_00285_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7851432.0	0.0	20-101	51.0	19.372601337024392	99.76892215330909	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	7872345	2335803	7872345	795106845	568058	791254006	0.4845687122716192	0.015	0.4228	0.5622		
ecoli_00286	8808199	7019007	717	438583	0	0	0	0	79233	0	0	0	0	781025	368213	121421	79.68719825698761	8808199.0	8369616.0	95.02	438583.0	4.98	ecoli_00286_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8808199.0	0.0	20-101	51.0	23.450845926906386	99.3436052023802	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	8829656	2607905	8829656	891795256	648172	887432509	0.4892094873399954	0.0169	0.4302	0.5528		
ecoli_00287	6085952	4613205	905	271198	0	0	0	0	48328	0	0	0	0	854533	229897	67886	75.80087716761489	6085952.0	5814754.0	95.54	271198.0	4.46	ecoli_00287_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6085952.0	0.0	20-101	50.0	27.150498657145572	99.37708743019992	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	fail	6101853	1857396	6101853	616287153	709627	612931382	0.5445141901246154	0.0239	0.4468	0.5293		
ecoli_00288	8723810	6675704	596	352573	0	0	0	0	65876	0	0	0	0	1193470	336336	99255	76.52280368325306	8723810.0	8371237.0	95.96	352573.0	4.04	ecoli_00288_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8723810.0	0.0	20-101	50.0	22.65043673104177	99.44912761740571	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	fail	8741482	2613515	8741482	882889682	653232	878542632	0.4923661572477183	0.0172	0.4517	0.5312		
ecoli_00289	10561908	8107839	414	582573	0	0	0	0	244194	0	0	0	0	1056375	403148	167365	76.7649083858712	10561908.0	9979335.0	94.48	582573.0	5.52	ecoli_00289_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10561908.0	0.0	20-101	50.0	21.073051744836174	99.51605543240862	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	10604620	3159518	10604620	1071066620	330707	1066156484	0.45843422886244	0.0229	0.4263	0.5509		
ecoli_00290	10769241	8169644	660	594911	0	0	0	0	275632	0	0	0	0	1146463	400540	181391	75.86090793213747	10769241.0	10174330.0	94.48	594911.0	5.52	ecoli_00290_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10769241.0	0.0	20-101	51.0	15.993101882552756	99.79731644969223	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	warn	10808529	3176189	10808529	1091661429	318066	1086850368	0.44070999232858293	0.0235	0.4348	0.5417		
ecoli_00291	20061908	13785304	11142	1744814	0	0	0	0	830456	0	0	0	0	2647726	718621	323845	68.71382323156901	20061908.0	18317094.0	91.3	1744814.0	8.7	ecoli_00291_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20061908.0	0.0	20-100	51.0	13.916025129621582	99.26995757332752	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	20138810	5948277	20138810	2013881000	1310872	2004089379	0.4862065335538694	0.0432	0.4315	0.5253		
ecoli_00292	10609445	8121054	1406	474381	0	0	0	0	217191	0	0	0	0	1195136	420808	179469	76.54551204139331	10609445.0	10135064.0	95.53	474381.0	4.47	ecoli_00292_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10609445.0	0.0	20-101	50.0	21.902028828117285	99.54471774913769	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	10640474	3097143	10640474	1074687874	288115	1070008507	0.4354163765320386	0.0206	0.4419	0.5375		
ecoli_00293	7859209	5569499	514123	345633	0	0	0	0	173914	0	0	0	0	856887	281252	117901	70.86589757315271	7859209.0	7513576.0	95.6	345633.0	4.4	ecoli_00293_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7859209.0	0.0	20-101	50.0	22.49128785478969	99.56259898419806	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	fail	7876564	2311733	7876564	795532964	245051	792012898	0.4424789618145855	0.0207	0.4149	0.5644		
ecoli_00294	10229661	7804816	130779	450154	0	0	0	0	200837	0	0	0	0	1097742	383983	161350	76.29593981657847	10229661.0	9779507.0	95.6	450154.0	4.4	ecoli_00294_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10229661.0	0.0	21-101	51.0	18.29906193084736	99.79036607371448	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	10256409	3041241	10256409	1035897309	313743	1031237127	0.4498691095644115	0.0189	0.4371	0.544		
ecoli_00295	9090593	6651471	624125	411888	0	0	0	0	181608	0	0	0	0	769784	317546	134171	73.16872507657092	9090593.0	8678705.0	95.47	411888.0	4.53	ecoli_00295_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9090593.0	0.0	20-101	51.0	17.245330188872952	99.79052037639349	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	9113397	2690201	9113397	920453097	278850	916334564	0.4474462646085268	0.0177	0.4242	0.5581		
ecoli_00296	8822119	6611001	413284	460744	0	0	0	0	147726	0	0	0	0	749686	315995	123683	74.93665637473265	8822119.0	8361375.0	94.78	460744.0	5.22	ecoli_00296_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8822119.0	0.0	20-101	50.0	20.193081441317204	99.54966261507015	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	8847609	2615475	8847609	893608509	273252	889622968	0.4460052651535349	0.0173	0.4355	0.5472		
ecoli_00297	10090190	7578199	1337	420004	0	0	0	0	206540	0	0	0	0	1337287	392239	154584	75.10462141941827	10090190.0	9670186.0	95.84	420004.0	4.16	ecoli_00297_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10090190.0	0.0	20-101	50.0	20.36486305264401	99.58654653678472	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	10114540	2962617	10114540	1021568540	263992	1017085015	0.438886361946894	0.0226	0.4525	0.5249		
ecoli_00298	10220877	7644881	1295	516101	0	0	0	0	195247	0	0	0	0	1312963	392460	157930	74.7967224338968	10220877.0	9704776.0	94.95	516101.0	5.05	ecoli_00298_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10220877.0	0.0	20-101	50.0	22.291832658792767	99.54535603940836	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	10250345	2973162	10250345	1035284845	267582	1030779928	0.43513792573675697	0.0231	0.4471	0.5298		
ecoli_00299	9361165	5905083	781	1844023	0	0	0	0	222365	0	0	0	0	963804	292853	132256	63.08064220639204	9361165.0	7517142.0	80.3	1844023.0	19.7	ecoli_00299_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9361165.0	0.0	20-100	50.0	33.304368332955235	98.9526918925155	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	warn	9398646	2699247	9398646	939864600	1071176	934945548	0.5233787930729596	0.0228	0.45299999999999996	0.5242		
ecoli_00300	6869528	4356081	8435	1332647	0	0	0	0	161477	0	0	0	0	697570	220003	93315	63.41164924285919	6869528.0	5536881.0	80.6	1332647.0	19.4	ecoli_00300_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6869528.0	0.0	20-100	51.0	21.703049550751008	99.25061343370315	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	warn	6888024	1973722	6888024	688802400	733155	685295342	0.5091529878525394	0.0213	0.4593	0.5193		
ecoli_00301	9096986	6972964	588	564353	0	0	0	0	235277	0	0	0	0	809244	341365	173195	76.6513656281322	9096986.0	8532633.0	93.8	564353.0	6.2	ecoli_00301_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9096986.0	0.0	20-101	51.0	17.003898147669467	99.78809003333632	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	9131688	2722576	9131688	922300488	277449	918110614	0.4542851331549984	0.0227	0.4071	0.5702		
ecoli_00302	7142730	5545445	564	300149	0	0	0	0	164379	0	0	0	0	757157	254482	120554	77.63761194949271	7142730.0	6842581.0	95.8	300149.0	4.2	ecoli_00302_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7142730.0	0.0	20-101	50.0	24.01949532426529	99.59716550954607	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	7168314	2167506	7168314	723999714	380630	720640201	0.4640213158979232	0.0271	0.4079	0.565		
ecoli_00303	11594598	7722989	54744	569500	0	0	0	0	127693	0	0	0	0	2597246	366385	156041	66.60851027349115	11594598.0	11025098.0	95.09	569500.0	4.91	ecoli_00303_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11594598.0	0.0	20-101	51.0	16.9760561004758	99.57027263903414	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	11650722	3461135	11650722	1176722922	486714	1171330916	0.4582222288009445	0.1434	0.3856	0.47100000000000003		
ecoli_00304	7123134	5110053	513521	308160	0	0	0	0	141362	0	0	0	0	685800	257613	106625	71.73883012730072	7123134.0	6814974.0	95.67	308160.0	4.33	ecoli_00304_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7123134.0	0.0	20-101	51.0	19.19468654545544	99.79091001236252	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	warn	7140798	2096056	7140798	721220598	230950	718001910	0.446283426863524	0.0175	0.4166	0.5659		
ecoli_00305	10465973	7239195	11316	862333	0	0	0	0	392274	0	0	0	0	1434136	366509	160210	69.16886752908688	10465973.0	9603640.0	91.76	862333.0	8.24	ecoli_00305_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10465973.0	0.0	20-100	52.0	18.98144362932477	99.2763283452002	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	10497593	3109075	10497593	1049759300	645344	1044728663	0.479218140768079	0.0524	0.4451	0.5026		
ecoli_00306	7606167	5362364	716082	363003	0	0	0	0	127921	0	0	0	0	674441	252108	110248	70.50021383963828	7606167.0	7243164.0	95.23	363003.0	4.77	ecoli_00306_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7606167.0	0.0	20-101	51.0	21.848718984353837	99.5751607872927	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass	fail	7623518	2238027	7623518	769975318	226681	766562055	0.4432951187144417	0.0173	0.4203	0.5623		
ecoli_00307	8240890	6392343	4628	342445	0	0	0	0	172501	0	0	0	0	897789	302434	128750	77.56859999344731	8240890.0	7898445.0	95.84	342445.0	4.16	ecoli_00307_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8240890.0	0.0	20-101	50.0	21.817272311390308	99.58566562592148	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	fail	8260472	2447078	8260472	834307672	243099	830585005	0.4461983420428141	0.0225	0.4607	0.5167		
ecoli_00308	9504145	7500985	3232	378460	0	0	0	0	145329	0	0	0	0	991740	347396	137003	78.92330135956469	9504145.0	9125685.0	96.02	378460.0	3.98	ecoli_00308_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9504145.0	0.0	20-101	50.0	20.715652359661764	99.59816206507791	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	9523093	2810840	9523093	961832393	252447	957526352	0.4476914097859875	0.0179	0.4642	0.518		
ecoli_00309	9745432	7579476	22833	424414	0	0	0	0	159508	0	0	0	0	1097860	335384	125957	77.77465380703492	9745432.0	9321018.0	95.64	424414.0	4.36	ecoli_00309_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9745432.0	0.0	20-101	50.0	20.99232802298076	99.5928549909332	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	pass	9765788	2904163	9765788	986344588	257011	981780311	0.4627466967963938	0.0195	0.4825	0.498		
ecoli_00310	9627733	7480228	79471	371785	0	0	0	0	135680	0	0	0	0	1110684	327874	122011	77.69459331703527	9627733.0	9255948.0	96.14	371785.0	3.86	ecoli_00310_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9627733.0	0.0	20-101	51.0	17.71768266665979	99.78993767276265	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	9643442	2848280	9643442	973987642	248925	969628526	0.447553522450134	0.0189	0.4813	0.4998		
ecoli_00311	10943070	8374462	1194	513824	0	0	0	0	223351	0	0	0	0	1278470	404457	147312	76.52753751917881	10943070.0	10429246.0	95.3	513824.0	4.7	ecoli_00311_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10943070.0	0.0	20-101	51.0	14.85370521878513	99.78964403956113	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	pass	10970781	3234873	10970781	1108048881	284274	1103087940	0.44771860565599	0.0202	0.485	0.4948		
ecoli_00312	11671960	8795259	1961	565586	0	0	0	0	205960	0	0	0	0	1507003	438523	157668	75.35374521502816	11671960.0	11106374.0	95.15	565586.0	4.85	ecoli_00312_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11671960.0	0.0	20-101	50.0	19.759507217441968	99.58430135127264	pass	pass	pass	warn	warn	pass	warn	fail	fail	pass	pass	11701163	3449547	11701163	1181817463	292415	1176561782	0.4447117397181327	0.0242	0.4684	0.5074		
