,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00102,rpoB__rpoBE672K_glc__2,RpoB Knock-in,rpoB,rpoBE672K_glc,2,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,0.88,No,,MiSeq,,2,,,rpoB__rpoBE672K_glc__2.bam,97.3,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,SRX651945,SRR1514301,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,rpoB_rpoBE672K_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00103,rpoB__rpoBE672K_lb__1,RpoB Knock-in,rpoB,rpoBE672K_lb,1,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.4,No,,MiSeq,,2,,,rpoB__rpoBE672K_lb__1.bam,98.52,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,SRX651946,SRR1514302,This and the one below are reported under the same SRX in GEO; are these actually distinct samples?,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,rpoB_rpoBE672K_lb,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00104,rpoB__rpoBE672K_lb__2,RpoB Knock-in,rpoB,rpoBE672K_lb,2,Jose Utrilla,Jose Utrilla,12/18/13,Escherichia coli K-12 MG1655 rpoBE672K,MG1655,LB,,,O2,,,37,7,Kanamycin,Batch,1.4,No,,MiSeq,,2,,,rpoB__rpoBE672K_lb__2.bam,98.56,doi.org/10.1016/j.cels.2016.04.003,GSE59377,1,SRX651946,SRR1514303,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,rpoB_rpoBE672K_lb,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00105,crp__wt_fru__1,Crp ARs,crp,wt_fru,1,Haythem Latif,Haythem Latif,8/15/13,Escherichia coli K-12 MG1655,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,1,,,crp__wt_fru__1.bam,97.94,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837339,SRR1751336;SRR1751337;SRR1751338,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_wt_fru,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00106,crp__wt_glyc__1,Crp ARs,crp,wt_glyc,1,Haythem Latif,Haythem Latif,8/14/13,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,2,,,crp__wt_glyc__1.bam,98.47,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837344,SRR1751347;SRR1751348;SRR1751349,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_wt_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00107,crp__wt_glyc__2,Crp ARs,crp,wt_glyc,2,Haythem Latif,Haythem Latif,8/14/13,Escherichia coli K-12 MG1655,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,No,,MiSeq,,2,,,crp__wt_glyc__2.bam,98.2,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837345,SRR1751350;SRR1751351;SRR1751352,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_wt_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00108,crp__delar1_glyc__1,Crp ARs,crp,delar1_glyc,1,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,crp__delar1_glyc__1.bam,94.77,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837322,SRR1751295;SRR1751296;SRR1751297,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar1_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00109,crp__delar1_glyc__2,Crp ARs,crp,delar1_glyc,2,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr1,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,2,,,crp__delar1_glyc__2.bam,95.1,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837323,SRR1751298;SRR1751299;SRR1751300,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar1_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00110,crp__delar1ar2_glyc__1,Crp ARs,crp,delar1ar2_glyc,1,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar1ar2_glyc__1.bam,95.49,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837324,SRR1751301;SRR1751302;SRR1751303,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar1ar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00111,crp__delar1ar2_glyc__2,Crp ARs,crp,delar1ar2_glyc,2,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar1ar2_glyc__2.bam,95.8,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837325,SRR1751304;SRR1751305;SRR1751306,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar1ar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00112,crp__delar1ar2_glyc__3,Crp ARs,crp,delar1ar2_glyc,3,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr1delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar1ar2_glyc__3.bam,95.57,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837326,SRR1751307;SRR1751308;SRR1751309,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar1ar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00113,crp__delar2_glyc__1,Crp ARs,crp,delar2_glyc,1,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar2_glyc__1.bam,96.07,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837327,SRR1751310;SRR1751311;SRR1751312,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00114,crp__delar2_glyc__2,Crp ARs,crp,delar2_glyc,2,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar2_glyc__2.bam,96.07,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837328,SRR1751313;SRR1751314,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00115,crp__delar2_glyc__3,Crp ARs,crp,delar2_glyc,3,Haythem Latif,Haythem Latif,4/8/14,Escherichia coli K-12 MG1655 crp_delAr2,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delar2_glyc__3.bam,96.6,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837329,SRR1751315;SRR1751316;SRR1751317,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delar2_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00116,crp__delcrp_fru__1,Crp ARs,crp,delcrp_fru,1,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_fru__1.bam,97.28,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837330,SRR1751318;SRR1751319,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_fru,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00117,crp__delcrp_fru__2,Crp ARs,crp,delcrp_fru,2,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_fru__2.bam,97.49,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837331,SRR1751320;SRR1751321,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_fru,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00118,crp__delcrp_fru__3,Crp ARs,crp,delcrp_fru,3,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,fructose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_fru__3.bam,97.18,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837332,SRR1751322;SRR1751323,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_fru,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00119,crp__delcrp_glc__1,Crp ARs,crp,delcrp_glc,1,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glc__1.bam,97.38,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837333,SRR1751324;SRR1751325,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00120,crp__delcrp_glc__2,Crp ARs,crp,delcrp_glc,2,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glc__2.bam,97.48,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837334,SRR1751326;SRR1751327,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00121,crp__delcrp_glc__3,Crp ARs,crp,delcrp_glc,3,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glc__3.bam,97.43,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837335,SRR1751328;SRR1751329,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00122,crp__delcrp_glyc__1,Crp ARs,crp,delcrp_glyc,1,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glyc__1.bam,97.47,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837336,SRR1751330;SRR1751331,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00123,crp__delcrp_glyc__2,Crp ARs,crp,delcrp_glyc,2,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glyc__2.bam,97.8,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837337,SRR1751332;SRR1751333,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00124,crp__delcrp_glyc__3,Crp ARs,crp,delcrp_glyc,3,Haythem Latif,Haythem Latif,3/27/14,Escherichia coli K-12 MG1655 del_crp,MG1655,M9,glycerol(2),NH4Cl(1),O2,sauer trace element mixture,,37,7,Kanamycin,Batch,,No,,MiSeq,,3,,,crp__delcrp_glyc__3.bam,97.65,doi.org/10.1371/journal.pone.0197272,GSE64849,1,SRX837338,SRR1751334;SRR1751335,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,crp_delcrp_glyc,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00125,glu__glu_ale3__1,Glucose Evolution,glu,glu_ale3,1,Ryan LaCroix,Richard Szubin,4/15/13,Escherichia coli GLU.3.412.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A3 F412 I1,1,,,glu__glu_ale3__1.bam,98.88,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699437,SRR1573437,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale3,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00126,glu__glu_ale4__1,Glucose Evolution,glu,glu_ale4,1,Ryan LaCroix,Richard Szubin,4/16/13,Escherichia coli GLU.4.403.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.98,Endpoint,Clonal,MiSeq,GLU A4 F403 I1,1,,,glu__glu_ale4__1.bam,98.94,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699438,SRR1573438,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale4,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00127,glu__glu_ale5__1,Glucose Evolution,glu,glu_ale5,1,Ryan LaCroix,Richard Szubin,4/16/13,Escherichia coli GLU.5.288.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A5 F288 I1,1,,,glu__glu_ale5__1.bam,98.99,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699439,SRR1573439,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale5,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00128,glu__glu_ale6__1,Glucose Evolution,glu,glu_ale6,1,Ryan LaCroix,Richard Szubin,4/19/13,Escherichia coli GLU.6.406.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1,Endpoint,Clonal,MiSeq,GLU A6 F406 I1,1,,,glu__glu_ale6__1.bam,98.06,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699440,SRR1573440,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale6,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00129,glu__glu_ale8__1,Glucose Evolution,glu,glu_ale8,1,Ryan LaCroix,Richard Szubin,5/1/13,Escherichia coli GLU.8.380.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.99,Endpoint,Clonal,MiSeq,GLU A8 F380 I1,1,,,glu__glu_ale8__1.bam,96.96,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699442,SRR1573442,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale8,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00130,glu__glu_ale9__1,Glucose Evolution,glu,glu_ale9,1,Ryan LaCroix,Richard Szubin,5/18/13,Escherichia coli GLU.9.433.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.01,Endpoint,Clonal,MiSeq,GLU A9 F422 I1,1,,,glu__glu_ale9__1.bam,97.96,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699443,SRR1573443,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale9,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00131,glu__glu_ale10__1,Glucose Evolution,glu,glu_ale10,1,Ryan LaCroix,Richard Szubin,5/19/13,Escherichia coli GLU.10.418.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,1.02,Endpoint,Clonal,MiSeq,GLU A10 F418 I1,1,,,glu__glu_ale10__1.bam,98.42,doi.org/10.1128/AEM.02246-14,GSE61327,1,SRX699444,SRR1573444,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,glu_glu_ale10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00132,42c__wt_42c__1,42C Evolution,42c,wt_42c,1,Ryan LaCroix,Richard Szubin,5/1/13,Escherichia coli K-12 MG1655,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.82,No,,MiSeq,,1,,,42c__wt_42c__1.bam,98.37,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027824,SRR9257363,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_wt_42c,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00133,42c__42c_ale1__1,42C Evolution,42c,42c_ale1,1,Ryan LaCroix,Richard Szubin,5/7/13,Escherichia coli 42C.1.124.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.95,Endpoint,Clonal,MiSeq,42C A1 F124 I1,1,,,42c__42c_ale1__1.bam,98.4,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027825,SRR9257364,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale1,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00134,42c__42c_ale2__1,42C Evolution,42c,42c_ale2,1,Ryan LaCroix,Richard Szubin,5/2/13,Escherichia coli 42C.2.163.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.97,Endpoint,Clonal,MiSeq,42C A2 F163 I1,1,,,42c__42c_ale2__1.bam,97.51,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027826,SRR9257365,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale2,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00135,42c__42c_ale3__1,42C Evolution,42c,42c_ale3,1,Ryan LaCroix,Richard Szubin,5/1/13,Escherichia coli 42C.3.120.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.92,Endpoint,Clonal,MiSeq,42C A3 F120 I1,1,,,42c__42c_ale3__1.bam,97.13,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027827,SRR9257366,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale3,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00136,42c__42c_ale4__1,42C Evolution,42c,42c_ale4,1,Ryan LaCroix,Richard Szubin,5/2/13,Escherichia coli 42C.4.161.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,1.03,Endpoint,Clonal,MiSeq,42C A4 F161 I1,1,,,42c__42c_ale4__1.bam,97.07,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027828,SRR9257367,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale4,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00137,42c__42c_ale5__1,42C Evolution,42c,42c_ale5,1,Ryan LaCroix,Richard Szubin,5/2/13,Escherichia coli 42C.5.125.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.94,Endpoint,Clonal,MiSeq,42C A5 F125 I1,1,,,42c__42c_ale5__1.bam,97.06,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027829,SRR9257368,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale5,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00138,42c__42c_ale6__1,42C Evolution,42c,42c_ale6,1,Ryan LaCroix,Richard Szubin,5/3/13,Escherichia coli 42C.6.164.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.97,Endpoint,Clonal,MiSeq,42C A6 F164 I1,1,,,42c__42c_ale6__1.bam,97.77,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027830,SRR9257369,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale6,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00139,42c__42c_ale8__1,42C Evolution,42c,42c_ale8,1,Ryan LaCroix,Richard Szubin,5/2/13,Escherichia coli 42C.8.164.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.95,Endpoint,Clonal,MiSeq,42C A8 F164 I1,1,,,42c__42c_ale8__1.bam,97.04,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027831,SRR9257370,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale8,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00140,42c__42c_ale9__1,42C Evolution,42c,42c_ale9,1,Ryan LaCroix,Richard Szubin,5/3/13,Escherichia coli 42C.9.131.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.92,Endpoint,Clonal,MiSeq,42C A9 F131 I1,1,,,42c__42c_ale9__1.bam,96.38,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027832,SRR9257371,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale9,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecoli_00141,42c__42c_ale10__1,42C Evolution,42c,42c_ale10,1,Ryan LaCroix,Richard Szubin,5/3/13,Escherichia coli 42C.10.153.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,42,7,,Batch,0.98,Endpoint,Clonal,MiSeq,42C A10 F153 I1,1,,,42c__42c_ale10__1.bam,96.91,doi.org/10.1093/molbev/msu209,GSE132442,1,SRX6027833,SRR9257372,,paired-end,ILLUMINA,TRUE,TRUE,TRUE,TRUE,42c_42c_ale10,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
