,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,Published,SRX,Run,contact,creator,run_date,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,full_name,glucose_control,pure_precise
ecoli_00228,fps__bw_glc__2,False Positives,fps,bw_glc,2,Escherichia coli BW25113,BW25113,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403860,SRR7536295,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:bw_glc,False,False
ecoli_00229,fps__fps_thrA_ale1__1,False Positives,fps,fps_thrA_ale1,1,Escherichia coli FPS thrA.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.54,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403861,SRR7536296,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_thrA_ale1,False,False
ecoli_00230,fps__fps_thrA_ale1__2,False Positives,fps,fps_thrA_ale1,2,Escherichia coli FPS thrA.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.54,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403862,SRR7536297,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_thrA_ale1,False,False
ecoli_00231,fps__fps_thrA_ale2__1,False Positives,fps,fps_thrA_ale2,1,Escherichia coli FPS thrA.2.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.52,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403869,SRR7536304,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_thrA_ale2,False,False
ecoli_00232,fps__fps_thrA_ale2__2,False Positives,fps,fps_thrA_ale2,2,Escherichia coli FPS thrA.2.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.52,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403870,SRR7536305,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_thrA_ale2,False,False
ecoli_00233,fps__fps_serB_ale1__1,False Positives,fps,fps_serB_ale1,1,Escherichia coli FPS serB.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.5,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403863,SRR7536298,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_serB_ale1,False,False
ecoli_00234,fps__fps_serB_ale1__2,False Positives,fps,fps_serB_ale1,2,Escherichia coli FPS serB.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.5,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403864,SRR7536299,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_serB_ale1,False,False
ecoli_00235,fps__fps_serB_ale4__1,False Positives,fps,fps_serB_ale4,1,Escherichia coli FPS serB.4.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.5,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403871,SRR7536306,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_serB_ale4,False,False
ecoli_00236,fps__fps_serB_ale4__2,False Positives,fps,fps_serB_ale4,2,Escherichia coli FPS serB.4.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.5,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403872,SRR7536307,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_serB_ale4,False,False
ecoli_00237,fps__fps_ptsI_ale1__1,False Positives,fps,fps_ptsI_ale1,1,Escherichia coli FPS ptsI.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403865,SRR7536300,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_ptsI_ale1,False,False
ecoli_00238,fps__fps_ptsI_ale1__2,False Positives,fps,fps_ptsI_ale1,2,Escherichia coli FPS ptsI.1.5.1,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Clonal,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403866,SRR7536301,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_ptsI_ale1,False,False
ecoli_00239,fps__fps_ptsI_ale3__1,False Positives,fps,fps_ptsI_ale3,1,Escherichia coli FPS ptsI.3.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.39,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403867,SRR7536302,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_ptsI_ale3,False,False
ecoli_00240,fps__fps_ptsI_ale3__2,False Positives,fps,fps_ptsI_ale3,2,Escherichia coli FPS ptsI.3.1.0,BW25113,Batch,Endpoint,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.39,Population,,NextSeq 550,PAIRED,ILLUMINA,2.0,doi.org/10.1186/s12918-018-0653-z,GSE117303,1.0,SRX4403868,SRR7536303,Gabriela Guzman,Sibei (Julia) Xu,5/29/18,True,True,True,True,True,True,fps:fps_ptsI_ale3,False,False
ecoli_00241,pal__lyx_ale2_f6__1,Enzyme Promiscuity,pal,lyx_ale2_f6,1,Escherichia coli PAL.2.6.1,MG1655,Batch,Midpoint,M9,37,7.0,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.25,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,1.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073855,SRR7154624,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:lyx_ale2_f6,False,False
ecoli_00242,pal__lyx_ale2__1,Enzyme Promiscuity,pal,lyx_ale2,1,Escherichia coli PAL.2.73.0,MG1655,Batch,Endpoint,M9,37,7.0,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.45,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073856,SRR7154625,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:lyx_ale2,False,False
ecoli_00243,pal__lyx_ale2__2,Enzyme Promiscuity,pal,lyx_ale2,2,Escherichia coli PAL.2.73.0,MG1655,Batch,Endpoint,M9,37,7.0,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.45,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073857,SRR7154626,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:lyx_ale2,False,False
ecoli_00244,pal__lyx_ale4__1,Enzyme Promiscuity,pal,lyx_ale4,1,Escherichia coli PAL.4.90.0,MG1655,Batch,Endpoint,M9,37,7.0,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.53,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073858,SRR7154627,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:lyx_ale4,False,False
ecoli_00245,pal__lyx_ale4__2,Enzyme Promiscuity,pal,lyx_ale4,2,Escherichia coli PAL.4.90.0,MG1655,Batch,Endpoint,M9,37,7.0,D-lyxose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.53,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073859,SRR7154628,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:lyx_ale4,False,False
ecoli_00246,pal__5drib_ale10_f18__1,Enzyme Promiscuity,pal,5drib_ale10_f18,1,Escherichia coli PAL.10.18.1,MG1655,Batch,Midpoint,M9,37,7.0,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.3,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073860,SRR7154629,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:5drib_ale10_f18,False,False
ecoli_00247,pal__5drib_ale10_f18__2,Enzyme Promiscuity,pal,5drib_ale10_f18,2,Escherichia coli PAL.10.18.1,MG1655,Batch,Midpoint,M9,37,7.0,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.3,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073861,SRR7154631,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:5drib_ale10_f18,False,False
ecoli_00248,pal__5drib_ale10__1,Enzyme Promiscuity,pal,5drib_ale10,1,Escherichia coli PAL.10.118.0,MG1655,Batch,Endpoint,M9,37,7.0,D-2-deoxyribose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.43,Population,,HiSeq 2500,PAIRED,ILLUMINA,1.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073862,SRR7154632,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:5drib_ale10,False,False
ecoli_00249,pal__arab_ale14_f9__1,Enzyme Promiscuity,pal,arab_ale14_f9,1,Escherichia coli PAL.14.9.1,MG1655,Batch,Midpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.27,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073863,SRR7154633,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale14_f9,False,False
ecoli_00250,pal__arab_ale14_f9__2,Enzyme Promiscuity,pal,arab_ale14_f9,2,Escherichia coli PAL.14.9.1,MG1655,Batch,Midpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.27,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073864,SRR7154634,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale14_f9,False,False
ecoli_00251,pal__arab_ale14__1,Enzyme Promiscuity,pal,arab_ale14,1,Escherichia coli PAL.14.78.0,MG1655,Batch,Endpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.42,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073865,SRR7154635,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale14,False,False
ecoli_00252,pal__arab_ale14__2,Enzyme Promiscuity,pal,arab_ale14,2,Escherichia coli PAL.14.78.0,MG1655,Batch,Endpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.42,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073867,SRR7154636,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale14,False,False
ecoli_00253,pal__arab_ale16__1,Enzyme Promiscuity,pal,arab_ale16,1,Escherichia coli PAL.16.70.0,MG1655,Batch,Endpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.56,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073868,SRR7154637,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale16,False,False
ecoli_00254,pal__arab_ale16__2,Enzyme Promiscuity,pal,arab_ale16,2,Escherichia coli PAL.16.70.0,MG1655,Batch,Endpoint,M9,37,7.0,D-arabinose(2),NH4Cl(1),O2,sauer trace element mixture,,,0.56,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073869,SRR7154638,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:arab_ale16,False,False
ecoli_00255,pal__tartr_ale26_f10__1,Enzyme Promiscuity,pal,tartr_ale26_f10,1,Escherichia coli PAL.26.10.1,MG1655,Batch,Midpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.16,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073870,SRR7154639,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale26_f10,False,False
ecoli_00256,pal__tartr_ale26_f10__2,Enzyme Promiscuity,pal,tartr_ale26_f10,2,Escherichia coli PAL.26.10.1,MG1655,Batch,Midpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.16,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073871,SRR7154640,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale26_f10,False,False
ecoli_00257,pal__tartr_ale26__1,Enzyme Promiscuity,pal,tartr_ale26,1,Escherichia coli PAL.26.86.0,MG1655,Batch,Endpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.28,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073874,SRR7154643,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale26,False,False
ecoli_00258,pal__tartr_ale26__2,Enzyme Promiscuity,pal,tartr_ale26,2,Escherichia coli PAL.26.86.0,MG1655,Batch,Endpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.28,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073875,SRR7154644,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale26,False,False
ecoli_00259,pal__tartr_ale28_f10__1,Enzyme Promiscuity,pal,tartr_ale28_f10,1,Escherichia coli PAL.28.10.1,MG1655,Batch,Midpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.22,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073872,SRR7154641,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale28_f10,False,False
ecoli_00260,pal__tartr_ale28_f10__2,Enzyme Promiscuity,pal,tartr_ale28_f10,2,Escherichia coli PAL.28.10.1,MG1655,Batch,Midpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.22,Clonal,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073873,SRR7154642,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale28_f10,False,False
ecoli_00261,pal__tartr_ale28__1,Enzyme Promiscuity,pal,tartr_ale28,1,Escherichia coli PAL.28.88.0,MG1655,Batch,Endpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073876,SRR7154645,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale28,False,False
ecoli_00262,pal__tartr_ale28__2,Enzyme Promiscuity,pal,tartr_ale28,2,Escherichia coli PAL.28.88.0,MG1655,Batch,Endpoint,M9,37,7.0,m-tartrate(2),NH4Cl(1),O2,sauer trace element mixture,,,0.41,Population,,HiSeq 2500,PAIRED,ILLUMINA,2.0,doi.org/10.1101/310946,GSE114358,1.0,SRX4073877,SRR7154646,Gabriela Guzman,Gabriela Guzman,5/11/16,True,True,True,True,True,True,pal:tartr_ale28,False,False
ecoli_00263,efeU__delmenFentC_citr__1,Pseudogene Repair,efeU,delmenFentC_citr,1,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036611,SRR8218063,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:delmenFentC_citr,False,True
ecoli_00264,efeU__delmenFentC_citr__2,Pseudogene Repair,efeU,delmenFentC_citr,2,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036612,SRR8218064,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:delmenFentC_citr,False,True
ecoli_00265,efeU__delmenFentC__1,Pseudogene Repair,efeU,delmenFentC,1,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036613,SRR8218065,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:delmenFentC,False,True
ecoli_00266,efeU__delmenFentC__2,Pseudogene Repair,efeU,delmenFentC,2,Escherichia coli K-12 MG1655 del_menF del_entC,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036614,SRR8218066,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:delmenFentC,False,True
ecoli_00267,efeU__menFentC_ale39__1,Pseudogene Repair,efeU,menFentC_ale39,1,Escherichia coli EEP_menF_entC.39.91.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036615,SRR8218067,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale39,False,False
ecoli_00268,efeU__menFentC_ale39__2,Pseudogene Repair,efeU,menFentC_ale39,2,Escherichia coli EEP_menF_entC.39.91.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036616,SRR8218068,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale39,False,False
ecoli_00269,efeU__menFentC_ale29__1,Pseudogene Repair,efeU,menFentC_ale29,1,Escherichia coli EEP_menF_entC.29.82.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.9,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036617,SRR8218069,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale29,False,False
ecoli_00270,efeU__menFentC_ale29__2,Pseudogene Repair,efeU,menFentC_ale29,2,Escherichia coli EEP_menF_entC.29.82.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.9,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036618,SRR8218070,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale29,False,False
ecoli_00271,efeU__menFentC_ale30__1,Pseudogene Repair,efeU,menFentC_ale30,1,Escherichia coli EEP_menF_entC.30.83.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.95,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036619,SRR8218071,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale30,False,False
ecoli_00272,efeU__menFentC_ale30__2,Pseudogene Repair,efeU,menFentC_ale30,2,Escherichia coli EEP_menF_entC.30.83.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,FeCl3 (20 uM) + Na-citrate (10 mM),,0.95,Clonal,,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036620,SRR8218072,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentC_ale30,False,False
ecoli_00273,efeU__menFentCubiC_ale36__1,Pseudogene Repair,efeU,menFentCubiC_ale36,1,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036621,SRR8218073,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale36,False,False
ecoli_00274,efeU__menFentCubiC_ale36__2,Pseudogene Repair,efeU,menFentCubiC_ale36,2,Escherichia coli EEP_menF_entC_ubiC.36.86.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036622,SRR8218074,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale36,False,False
ecoli_00275,efeU__menFentCubiC_ale37__1,Pseudogene Repair,efeU,menFentCubiC_ale37,1,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.46,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036623,SRR8218075,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale37,False,False
ecoli_00276,efeU__menFentCubiC_ale37__2,Pseudogene Repair,efeU,menFentCubiC_ale37,2,Escherichia coli EEP_menF_entC_ubiC.37.25.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.46,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036624,SRR8218076,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale37,False,False
ecoli_00277,efeU__menFentCubiC_ale38__1,Pseudogene Repair,efeU,menFentCubiC_ale38,1,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036625,SRR8218077,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale38,False,False
ecoli_00278,efeU__menFentCubiC_ale38__2,Pseudogene Repair,efeU,menFentCubiC_ale38,2,Escherichia coli EEP_menF_entC_ubiC.38.28.1,MG1655,Batch,Endpoint,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.58,Clonal,Also used in quinone study,HiSeq 4000,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41564-018-0340-2,GSE122779,1.0,SRX5036626,SRR8218078,Amitesh Anand,Richard Szubin,5/21/18,True,True,True,True,True,True,efeU:menFentCubiC_ale38,False,False
ecoli_00279,misc2__salc_glc__1,Miscellaneous #2,misc2,salc_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,,0.22,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,1.0,,,Anand Sastry,Sibei Xu,10/17/18,True,True,True,True,True,True,misc2:salc_glc,False,True
ecoli_00280,misc2__salc_glc__2,Miscellaneous #2,misc2,salc_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,,0.22,,,HiSeq 4000,PAIRED,ILLUMINA,2.0,,,1.0,,,Anand Sastry,Sibei Xu,10/17/18,True,True,True,True,True,True,misc2:salc_glc,False,True
