,sample_id,study,project_id,condition_id,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,Platform,LibraryLayout,Unnamed: 36,Unnamed: 37,Unnamed: 38,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00155,ssw__glc_ac_glc1__1,Substrate-switching Evolution,ssw,glc_ac_glc1,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_AC.9.92.3,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.89,Endpoint,Clonal,HiSeq 2000,SSW GLU AC A9 F92 I3,1,,,ssw__glc_ac_glc1__1.bam,56.96,doi.org/10.1128/AEM.00410-17,GSE97944,1.0,SRX2744787,SRR5456718,Order wasn't specified for these 2 (possible they are mixed up),PAIRED,ILLUMINA,True,True,True,True,ssw:glc_ac_glc1,True,False
ecoli_00157,ssw__glc_glyc_glc__1,Substrate-switching Evolution,ssw,glc_glyc_glc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.93,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,1,,,ssw__glc_glyc_glc__1.bam,98.34,doi.org/10.1128/AEM.00410-17,GSE97944,1.0,SRX2744789,SRR5456720,,PAIRED,ILLUMINA,True,True,True,True,ssw:glc_glyc_glc,True,False
ecoli_00158,ssw__glc_glyc_glyc__1,Substrate-switching Evolution,ssw,glc_glyc_glyc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_GLY.4.165.2,MG1655,M9,glycerol(2.5),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.85,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A4 F165 I2,1,,,ssw__glc_glyc_glyc__1.bam,97.8,doi.org/10.1128/AEM.00410-17,GSE97944,1.0,SRX2744794,SRR5456725,,PAIRED,ILLUMINA,True,True,True,True,ssw:glc_glyc_glyc,True,False
ecoli_00159,ssw__glc_xyl_glc__1,Substrate-switching Evolution,ssw,glc_xyl_glc,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.96,Endpoint,Clonal,HiSeq 2000,SSW GLU GLY A2 F165 I1,1,,,ssw__glc_xyl_glc__1.bam,98.26,doi.org/10.1128/AEM.00410-17,GSE97944,1.0,SRX2744790,SRR5456721,,PAIRED,ILLUMINA,True,True,True,True,ssw:glc_xyl_glc,True,False
ecoli_00160,ssw__glc_xyl_xyl__1,Substrate-switching Evolution,ssw,glc_xyl_xyl,1,Troy Sandberg,Ying Hefner,4/18/17,Escherichia coli SSW_GLU_XYL.2.165.1,MG1655,M9,xylose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.75,Endpoint,Clonal,HiSeq 2000,SSW GLU XYL A2 F165 I1,1,,,ssw__glc_xyl_xyl__1.bam,98.13,doi.org/10.1128/AEM.00410-17,GSE97944,1.0,SRX2744799,SRR5456730,,PAIRED,ILLUMINA,True,True,True,True,ssw:glc_xyl_xyl,True,False
ecoli_00169,ica__wt_glc__1,ICA,ica,wt_glc,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.58,No,,HiSeq 4000,,4,,,ica__wt_glc__1.bam,96.08,,GSE122295,1.0,SRX4993780,SRR8173227,Assumed order matched NCBI for replicates,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00170,ica__wt_glc__2,ICA,ica,wt_glc,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.58,No,,HiSeq 4000,,4,,,ica__wt_glc__2.bam,96.29,,GSE122295,1.0,SRX4993781,SRR8173228,,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00171,ica__wt_glc__3,ICA,ica,wt_glc,3,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.66,No,,HiSeq 4000,,4,,,ica__wt_glc__3.bam,95.35,,GSE122295,1.0,SRX4993782,SRR8173229,,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00172,ica__wt_glc__4,ICA,ica,wt_glc,4,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.66,No,,HiSeq 4000,,4,,,ica__wt_glc__4.bam,94.49,,GSE122295,1.0,SRX4993783,SRR8173230,,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00173,ica__arg_sbt__1,ICA,ica,arg_sbt,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__arg_sbt__1.bam,96.28,,GSE122295,1.0,SRX4993784,SRR8173231,,PAIRED,ILLUMINA,True,True,True,True,ica:arg_sbt,True,True
ecoli_00174,ica__arg_sbt__2,ICA,ica,arg_sbt,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,sorbitol(4),NH4Cl(1),O2,sauer trace element mixture,L-arginine (5.75mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__arg_sbt__2.bam,95.54,,GSE122295,1.0,SRX4993785,SRR8173232,,PAIRED,ILLUMINA,True,True,True,True,ica:arg_sbt,True,True
ecoli_00175,ica__cytd_rib__1,ICA,ica,cytd_rib,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.31,No,,HiSeq 4000,,2,,,ica__cytd_rib__1.bam,95.41,,GSE122295,1.0,SRX4993786,SRR8173233,,PAIRED,ILLUMINA,True,True,True,True,ica:cytd_rib,True,True
ecoli_00176,ica__cytd_rib__2,ICA,ica,cytd_rib,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,D-ribose(4),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.31,No,,HiSeq 4000,,2,,,ica__cytd_rib__2.bam,96.26,,GSE122295,1.0,SRX4993787,SRR8173234,,PAIRED,ILLUMINA,True,True,True,True,ica:cytd_rib,True,True
ecoli_00177,ica__gth__1,ICA,ica,gth,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7.0,,Batch,0.07,No,,HiSeq 4000,,2,,,ica__gth__1.bam,95.67,,GSE122295,1.0,SRX4993788,SRR8173235,,PAIRED,ILLUMINA,True,True,True,True,ica:gth,True,True
ecoli_00178,ica__gth__2,ICA,ica,gth,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture w/o MgSO4,glutathione (1mM),37,7.0,,Batch,0.07,No,,HiSeq 4000,,2,,,ica__gth__2.bam,96.02,,GSE122295,1.0,SRX4993789,SRR8173236,,PAIRED,ILLUMINA,True,True,True,True,ica:gth,True,True
ecoli_00179,ica__leu_glcr__1,ICA,ica,leu_glcr,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7.0,,Batch,0.29,No,,HiSeq 4000,,2,,,ica__leu_glcr__1.bam,95.15,,GSE122295,1.0,SRX4993790,SRR8173237,,PAIRED,ILLUMINA,True,True,True,True,ica:leu_glcr,True,True
ecoli_00180,ica__leu_glcr__2,ICA,ica,leu_glcr,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),37,7.0,,Batch,0.29,No,,HiSeq 4000,,2,,,ica__leu_glcr__2.bam,95.59,,GSE122295,1.0,SRX4993791,SRR8173238,,PAIRED,ILLUMINA,True,True,True,True,ica:leu_glcr,True,True
ecoli_00181,ica__met_glc__1,ICA,ica,met_glc,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7.0,,Batch,0.74,No,,HiSeq 4000,,2,,,ica__met_glc__1.bam,95.45,,GSE122295,1.0,SRX4993792,SRR8173239,,PAIRED,ILLUMINA,True,True,True,True,ica:met_glc,True,True
ecoli_00182,ica__met_glc__2,ICA,ica,met_glc,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),37,7.0,,Batch,0.74,No,,HiSeq 4000,,2,,,ica__met_glc__2.bam,95.65,,GSE122295,1.0,SRX4993793,SRR8173240,,PAIRED,ILLUMINA,True,True,True,True,ica:met_glc,True,True
ecoli_00183,ica__no3_anaero__1,ICA,ica,no3_anaero,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7.0,,Batch,0.35,No,,HiSeq 4000,,2,,,ica__no3_anaero__1.bam,94.15,,GSE122295,1.0,SRX4993794,SRR8173241,,PAIRED,ILLUMINA,True,True,True,True,ica:no3_anaero,True,True
ecoli_00184,ica__no3_anaero__2,ICA,ica,no3_anaero,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,37,7.0,,Batch,0.35,No,,HiSeq 4000,,2,,,ica__no3_anaero__2.bam,94.01,,GSE122295,1.0,SRX4993795,SRR8173242,,PAIRED,ILLUMINA,True,True,True,True,ica:no3_anaero,True,True
ecoli_00185,ica__phe_acgam__1,ICA,ica,phe_acgam,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7.0,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__phe_acgam__1.bam,96.34,,GSE122295,1.0,SRX4993796,SRR8173243,,PAIRED,ILLUMINA,True,True,True,True,ica:phe_acgam,True,True
ecoli_00186,ica__phe_acgam__2,ICA,ica,phe_acgam,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),37,7.0,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__phe_acgam__2.bam,96.42,,GSE122295,1.0,SRX4993797,SRR8173244,,PAIRED,ILLUMINA,True,True,True,True,ica:phe_acgam,True,True
ecoli_00187,ica__thm_gal__1,ICA,ica,thm_gal,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7.0,,Batch,0.34,No,,HiSeq 4000,,2,,,ica__thm_gal__1.bam,95.98,,GSE122295,1.0,SRX4993798,SRR8173245,,PAIRED,ILLUMINA,True,True,True,True,ica:thm_gal,True,True
ecoli_00188,ica__thm_gal__2,ICA,ica,thm_gal,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),37,7.0,,Batch,0.34,No,,HiSeq 4000,,2,,,ica__thm_gal__2.bam,96.12,,GSE122295,1.0,SRX4993799,SRR8173246,,PAIRED,ILLUMINA,True,True,True,True,ica:thm_gal,True,True
ecoli_00189,ica__tyr_glcn__1,ICA,ica,tyr_glcn,1,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7.0,,Batch,0.57,No,,HiSeq 4000,,2,,,ica__tyr_glcn__1.bam,95.41,,GSE122295,1.0,SRX4993800,SRR8173247,,PAIRED,ILLUMINA,True,True,True,True,ica:tyr_glcn,True,True
ecoli_00190,ica__tyr_glcn__2,ICA,ica,tyr_glcn,2,Anand Sastry,Ying Hefner,12/10/17,Escherichia coli K-12 MG1655,MG1655,M9,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),37,7.0,,Batch,0.57,No,,HiSeq 4000,,2,,,ica__tyr_glcn__2.bam,95.47,,GSE122295,1.0,SRX4993801,SRR8173248,,PAIRED,ILLUMINA,True,True,True,True,ica:tyr_glcn,True,True
ecoli_00191,ica__ura_pyr__1,ICA,ica,ura_pyr,1,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__ura_pyr__1.bam,93.77,,GSE122295,1.0,SRX4993802,SRR8173249,,PAIRED,ILLUMINA,True,True,True,True,ica:ura_pyr,True,True
ecoli_00192,ica__ura_pyr__2,ICA,ica,ura_pyr,2,Anand Sastry,Ying Hefner,12/23/17,Escherichia coli K-12 MG1655,MG1655,M9,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),37,7.0,,Batch,0.27,No,,HiSeq 4000,,2,,,ica__ura_pyr__2.bam,93.96,,GSE122295,1.0,SRX4993803,SRR8173250,,PAIRED,ILLUMINA,True,True,True,True,ica:ura_pyr,True,True
ecoli_00193,ica__wt_glc__5,ICA,ica,wt_glc,5,Anand Sastry,Ying Hefner,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__wt_glc__5.bam,93.94,,GSE122295,0.0,SRX5975758,SRR9204648,,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00194,ica__wt_glc__6,ICA,ica,wt_glc,6,Anand Sastry,Ying Hefner,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.63,No,,HiSeq 4000,,2,,,ica__wt_glc__6.bam,94.85,,GSE122295,0.0,SRX5975759,SRR9204649,,PAIRED,ILLUMINA,True,True,True,True,ica:wt_glc,True,True
ecoli_00195,ica__bw_delpurR_cytd__1,ICA,ica,bw_delpurR_cytd,1,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.66,No,,HiSeq 4000,,2,,,ica__bw_delpurR_cytd__1.bam,94.8,,GSE122295,0.0,SRX5975760,SRR9204650,,PAIRED,ILLUMINA,True,True,True,True,ica:bw_delpurR_cytd,True,True
ecoli_00196,ica__bw_delpurR_cytd__2,ICA,ica,bw_delpurR_cytd,2,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 BW25113 del_purR,BW25113,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM),37,7.0,,Batch,0.66,No,,HiSeq 4000,,2,,,ica__bw_delpurR_cytd__2.bam,92.69,,GSE122295,0.0,SRX5975761,SRR9204651,,PAIRED,ILLUMINA,True,True,True,True,ica:bw_delpurR_cytd,True,True
ecoli_00197,ica__ade_glc__1,ICA,ica,ade_glc,1,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7.0,,Batch,0.78,No,,HiSeq 4000,,2,,,ica__ade_glc__1.bam,92.46,,GSE122295,0.0,SRX5975762,SRR9204652,,PAIRED,ILLUMINA,True,True,True,True,ica:ade_glc,True,True
ecoli_00198,ica__ade_glc__2,ICA,ica,ade_glc,2,Anand Sastry,Sibei (Julia) Xu,10/17/18,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),37,7.0,,Batch,0.78,No,,HiSeq 4000,,2,,,ica__ade_glc__2.bam,92.96,,GSE122295,0.0,SRX5975763,SRR9204653,,PAIRED,ILLUMINA,True,True,True,True,ica:ade_glc,True,True
ecoli_00199,ytf__wt_glc__1,yTF,ytf,wt_glc,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.69,No,,HiSeq 4000,,2,,,ytf__wt_glc__1.bam,95.74,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741941,SRR6781997,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_glc,True,True
ecoli_00200,ytf__wt_glc__2,yTF,ytf,wt_glc,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,,Batch,0.68,No,,HiSeq 4000,,2,,,ytf__wt_glc__2.bam,97.01,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741942,SRR6781998,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_glc,True,True
ecoli_00201,ytf__delyafC__1,yTF,ytf,delyafC,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delyafC__1.bam,94.86,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741943,SRR6781999,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyafC,True,True
ecoli_00202,ytf__delyafC__2,yTF,ytf,delyafC,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yafC,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delyafC__2.bam,95.25,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741944,SRR6782000,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyafC,True,True
ecoli_00203,ytf__delyeiE__1,yTF,ytf,delyeiE,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.68,No,,HiSeq 4000,,2,,,ytf__delyeiE__1.bam,95.52,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741945,SRR6782001,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyeiE,True,True
ecoli_00204,ytf__delyeiE__2,yTF,ytf,delyeiE,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yeiE,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,,,ytf__delyeiE__2.bam,95.95,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741946,SRR6782002,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyeiE,True,True
ecoli_00205,ytf__delyiaJ__1,yTF,ytf,delyiaJ,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delyiaJ__1.bam,94.63,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741947,SRR6782003,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyiaJ,True,True
ecoli_00206,ytf__delyiaJ__2,yTF,ytf,delyiaJ,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yiaJ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delyiaJ__2.bam,95.07,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741948,SRR6782004,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyiaJ,True,True
ecoli_00207,ytf__delyieP__1,yTF,ytf,delyieP,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,,,ytf__delyieP__1.bam,94.07,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741949,SRR6782005,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyieP,True,True
ecoli_00208,ytf__delyieP__2,yTF,ytf,delyieP,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_yieP,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delyieP__2.bam,94.8,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3741950,SRR6782006,,PAIRED,ILLUMINA,True,True,True,True,ytf:delyieP,True,True
ecoli_00209,ytf__wt_ph5__1,yTF,ytf,wt_ph5,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.49,No,,HiSeq 4000,,2,,,ytf__wt_ph5__1.bam,94.96,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989000,SRR7057985,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_ph5,True,True
ecoli_00210,ytf__wt_ph5__2,yTF,ytf,wt_ph5,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,5.5,Kanamycin,Batch,0.48,No,,HiSeq 4000,,2,,,ytf__wt_ph5__2.bam,94.67,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989001,SRR7057986,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_ph5,True,True
ecoli_00211,ytf__wt_ph8__1,yTF,ytf,wt_ph8,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,,,ytf__wt_ph8__1.bam,94.96,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989002,SRR7057987,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_ph8,True,True
ecoli_00212,ytf__wt_ph8__2,yTF,ytf,wt_ph8,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,8.5,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,,,ytf__wt_ph8__2.bam,94.5,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989003,SRR7057988,,PAIRED,ILLUMINA,True,True,True,True,ytf:wt_ph8,True,True
ecoli_00213,ytf__delybaO__1,yTF,ytf,delybaO,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.62,No,,HiSeq 4000,,2,,,ytf__delybaO__1.bam,94.71,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989004,SRR7057989,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybaO,True,True
ecoli_00214,ytf__delybaO__2,yTF,ytf,delybaO,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybaO,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.62,No,,HiSeq 4000,,2,,,ytf__delybaO__2.bam,95.01,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989005,SRR7057990,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybaO,True,True
ecoli_00215,ytf__delybaQ__1,yTF,ytf,delybaQ,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.65,No,,HiSeq 4000,,2,,,ytf__delybaQ__1.bam,94.76,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989006,SRR7057991,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybaQ,True,True
ecoli_00216,ytf__delybaQ__2,yTF,ytf,delybaQ,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybaQ,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delybaQ__2.bam,94.63,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989007,SRR7057992,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybaQ,True,True
ecoli_00217,ytf__delybiH__1,yTF,ytf,delybiH,1,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.66,No,,HiSeq 4000,,2,,,ytf__delybiH__1.bam,96.35,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989008,SRR7057993,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybiH,True,True
ecoli_00218,ytf__delybiH__2,yTF,ytf,delybiH,2,Ye Gao,Ye Gao,10/2/17,Escherichia coli K-12 MG1655 del_ybiH,MG1655,M9,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,37,7.0,Kanamycin,Batch,0.67,No,,HiSeq 4000,,2,,,ytf__delybiH__2.bam,95.24,doi.org/10.1093/nar/gky752,GSE111094,1.0,SRX3989009,SRR7057994,,PAIRED,ILLUMINA,True,True,True,True,ytf:delybiH,True,True
